name,reviews,rating
Best Western Springfield,ok hotel,4
Best Western Springfield,DC Trip.,4
Best Western Springfield,"Decent hotel, decent price.",3
Best Western Springfield,"surprisingly good breakfast, the rest ok or meh",3
Best Western Springfield,Loved it!,5
Best Western Springfield,Expected so much more,1
Best Western Springfield,Nice hotel,5
Best Western Springfield,En transit,5
Best Western Springfield,value hotel,4
Best Western Springfield,Good experience - will stay again,4
Best Western Springfield,Very Nice Little Hotel,5
Best Western Springfield,Nice for the price,4
Best Western Springfield,Hotel is OK for the price,4
Best Western Springfield,What a great bargain!,5
Best Western Springfield,Room had dank smell and feel.,3
Best Western Springfield,Worth a stay.,3
Best Western Springfield,They've let this place go,2
Best Western Springfield,Udemrket hotel for kortere ophold.,3
Best Western Springfield,DC trip experience - I would do it again,4
Best Western Springfield,Very convenient to highways,5
Best Western Springfield,Good Service,4
Best Western Springfield,"More respect to customers' finance, please",4
Best Western Springfield,About what I expected in this price range.,4
Best Western Springfield,Great hotel for the low price,4
Best Western Springfield,Great value for the money,4
Best Western Springfield,"nice rooms/pool, GREAT breakfast, Horrible staff",3
Best Western Springfield,nefasto,2
Best Western Springfield,"Great Breakfast Location, OK rooms",3
Best Western Springfield,Do not disturb means do not disturb!,3
Best Western Springfield,This really fit the bill!,4
Best Western Springfield,Just a little help.,3
Best Western Springfield,Not the usual Best Western Standards,3
Best Western Springfield,Worst looking hotel in location,2
Best Western Springfield,Close to the Metro. Nice amenities.,4
Best Western Springfield,DC,4
Best Western Springfield,Affordable and comfortable,4
Best Western Springfield,My choice from now on when I visit DC,5
Best Western Springfield,"Great staff and breakfast, but that's about it",3
Best Western Springfield,"Hotel trying their best, but facility is just old",2
Best Western Springfield,Great deal for the price,4
Best Western Springfield,Close to Metro for trip into Washington DC,5
Best Western Springfield,Perfect,4
Best Western Springfield,Bani1977,3
Best Western Springfield,"Nice hotel, friendly staff, very clean",5
Best Western Springfield,Basic as it gets,3
Best Western Springfield,Exceeded Expectations,5
Best Western Springfield,my stay,4
Best Western Springfield,small but fine,5
Best Western Springfield,Very nice and confirtable hotel near DC,5
Best Western Springfield,what a great hotel and staff,4
Best Western Springfield,unsafe,1
Best Western Springfield,A graet stay in DC,5
Best Western Springfield,It was ok,3
Best Western Springfield,OK HOTEL,3
Best Western Springfield,Anew awakening!,4
Best Western Springfield,Nice Management,3
Best Western Springfield,Muy buena opcion.,4
Best Western Springfield,A reasonable value for money in a budget motel,3
Best Western Springfield,Almost perfect,4
Best Western Springfield,Quite happy with hotel,5
Best Western Springfield,nice hotel,4
Best Western Springfield,Great value for the price,4
Best Western Springfield,"Worn, but clean, with exceptional staff!",3
Best Western Springfield,We'll be back!,5
Best Western Springfield,Nice hotel,4
Best Western Springfield,vacation,3
Best Western Springfield,Army ten miler weekend,4
Best Western Springfield,"Convenient to Springfield Mall and Washington, DC",4
Best Western Springfield,its good,5
Best Western Springfield,was ok ---,3
Best Western Springfield,Great location and low price,3
Best Western Springfield,"Nice place, great location and price",5
Best Western Springfield,Two thum up,5
Best Western Springfield,"Cheap, great breakfast, easy access to metro",4
Best Western Springfield,DC Visit,5
Best Western Springfield,Free breakfast and good location,5
Best Western Springfield,On my list for return visits,5
Best Western Springfield,Good budget option,4
Best Western Springfield,AWFUL,1
Best Western Springfield,Great stay just outside of DC,4
Best Western Springfield,Grosszugiges Zimmer,4
Best Western Springfield,Good Location and Great Breakfast,4
Best Western Springfield,Nice Family Hotel,4
Best Western Springfield,convienent,5
Best Western Springfield,Location,4
Best Western Springfield,Not Satisfied,2
Best Western Springfield,"Great buy, very helpful and friendly staff",5
Best Western Springfield,Great Stay!,4
Best Western Springfield,"Best Western Springfield, VA",5
Best Western Springfield,Over nite stay,4
Best Western Springfield,My stay,4
Best Western Springfield,Good value,4
Best Western Springfield,Excellence location,3
Best Western Springfield,Good hotel for a good price,4
Best Western Springfield,Very Nice Stay,5
Best Western Springfield,Adequate stay,3
Best Western Springfield,Quick stay,4
Best Western Springfield,Great value,5
Best Western Springfield,not good for a family needs,2
Best Western Springfield,Good hotel if you can get it cheap,3
Best Western Springfield,"Hotelli, joka vastasi odotuksiamme",3
Best Western Springfield,Only OK for short stay.,3
Best Western Springfield,Good place to stay for Washington DC and Northern Virginia,4
Best Western Springfield,Poor Transportation,2
Best Western Springfield,i was cheated out of my room,1
Best Western Springfield,Good value for money,3
Best Western Springfield,Nice hotel place,5
Best Western Springfield,Painting kids new home,4
Best Western Springfield,Security deposit,3
Best Western Springfield,Bad service,1
Best Western Springfield,Pretty good overall.,4
Best Western Springfield,Enjoyed my stay,4
Best Western Springfield,Decent hotel at a decent price.,4
Best Western Springfield,Good value convenient to the Metro,3
Best Western Springfield,Great hotel for travellers on a budget,5
Best Western Springfield,Friendly staff,5
Best Western Springfield,Continental Breakfast,4
Best Western Springfield,Wonderful place to stay,5
Best Western Springfield,Good Value,4
Best Western Springfield,Family Reunion,5
Best Western Springfield,Best Western - Springfield Mall,3
Best Western Springfield,Just ok,3
Best Western Springfield,Convenient,4
Best Western Springfield,Value for money on your family vacation to DC.,3
Best Western Springfield,Holes in carpets. Run down for a new hotel.,2
Best Western Springfield,Not what I expected from reviews on Expedia,4
Best Western Springfield,Good location - overpriced as it is old...,2
Best Western Springfield,Very comfortable.,4
Best Western Springfield,Outdoor pool was nice. Breakfast plenty of choice.,4
Best Western Springfield,"A value for the money, I would return",3
Best Western Springfield,I don't recommend.,2
Best Western Springfield,Extremely pleased,5
Best Western Springfield,Hotel is close to major highways,3
Best Western Springfield,"Reasonable rates, good family hotel.",4
Best Western Springfield,good hotel!,4
Best Western Springfield,It's a great value!,4
Best Western Springfield,paps history trip,5
Best Western Springfield,Nice Comfortable Stay. Gud Hot/Cold Breakfast,4
Lodge At Lake Tahoe,Overall ok,3
Hampton Inn & Suites Wilmington Christiana,First-rate hotel,5
Hampton Inn & Suites Wilmington Christiana,Amazing,5
Hampton Inn & Suites Wilmington Christiana,Clean rooms and friendly staff,5
Hampton Inn & Suites Wilmington Christiana,Visiting family,5
Hampton Inn & Suites Wilmington Christiana,Visiting family,5
TownePlace Suites by Marriott Suffolk Chesapeake,"Clean, Courtious and helpful",5
TownePlace Suites by Marriott Suffolk Chesapeake,Great Place,5
TownePlace Suites by Marriott Suffolk Chesapeake,A place to stay near friends,4
TownePlace Suites by Marriott Suffolk Chesapeake,conveniently located,5
TownePlace Suites by Marriott Suffolk Chesapeake,Nice hotel...very nice staff,5
Whispering Woods Resort,Quiet quality place to stay,5
Whispering Woods Resort,Love WW,5
Orlando Continental Plaza Hotel,Don't stay here,1
Hilton Garden Inn Chesapeake/Suffolk,Great location,5
Hilton Garden Inn Chesapeake/Suffolk,Couple night out,5
Hilton Garden Inn Chesapeake/Suffolk,Great hotel near a host of resturants,5
Hilton Garden Inn Chesapeake/Suffolk,Uncomfortable mattress,4
Hilton Garden Inn Chesapeake/Suffolk,Great Stay,5
Hilton Garden Inn Chesapeake/Suffolk,Hotel ok but breakfast was a problem,3
Hilton Garden Inn Chesapeake/Suffolk,Excellent Property - Highly Recommended!!!!,5
Hilton Garden Inn Chesapeake/Suffolk,awesome stay,5
Hilton Garden Inn Chesapeake/Suffolk,Great location in a nice area of Suffolk.,4
Hilton Garden Inn Chesapeake/Suffolk,great bed,5
Hilton Garden Inn Chesapeake/Suffolk,Vacation,1
Hilton Garden Inn Chesapeake/Suffolk,Would definitely go back,4
Hilton Garden Inn Chesapeake/Suffolk,We needed a quick night's sleep.,5
Hilton Garden Inn Chesapeake/Suffolk,"Nice, clean, friendly staff,",5
Hilton Garden Inn Chesapeake/Suffolk,Great hotel,5
Best Western Superstition Springs Inn,Straightforward.,5
Hyatt Place Charlottesville,Great Place,5
Hyatt Place Charlottesville,Sparkling New and Convenient,5
Hyatt Place Charlottesville,Quick visit,4
Hyatt Place Charlottesville,Very nice room,4
Hampton Inn Suites Conroe I45 North,Wedding trip,5
Hampton Inn Suites Conroe I45 North,Grossest and scariest place I've stayed in.,1
Hyatt House Parsippany/Whippany,Girls Nigh,5
Hyatt House Parsippany/Whippany,GREAT STAY,5
"Hampton Inn & Suites Chapel Hill/Durham, Area",Business stay made fun,5
"Hampton Inn & Suites Chapel Hill/Durham, Area",Rock Star Manager and Staff!!!!!!!,5
"Hampton Inn & Suites Chapel Hill/Durham, Area",Patrick Dewberry is AWESOME!,5
"Hampton Inn & Suites Chapel Hill/Durham, Area",Our Favorite Hotel,4
"Hampton Inn & Suites Chapel Hill/Durham, Area","Clean, Convenient, and Excellent Service",5
"Hampton Inn & Suites Chapel Hill/Durham, Area",Good Quality and Good People,4
"Hampton Inn & Suites Chapel Hill/Durham, Area",Business trip,5
"Hampton Inn & Suites Chapel Hill/Durham, Area",always a quality stay,5
"Hampton Inn & Suites Chapel Hill/Durham, Area",Good service for midtier motel,4
"Hampton Inn & Suites Chapel Hill/Durham, Area",Hampton Inn on Farrington Road,5
Holiday Inn Express Albuquerque (I-40 Eubank),Dated and not non-smoker friendly,3
Quality Inn,Decent place if you are just crashing for a night or two,3
Quality Inn,Great experience,5
Quality Inn,"Good price per night, not far from Temecula, and great staff!",4
Park Inn By Radisson Sharon,Loved the pool:-),4
Park Inn By Radisson Sharon,Allerginn,1
Park Inn By Radisson Sharon,Decent place in the middle of nowhere,3
Park Inn By Radisson Sharon,Highly recommend!,5
Park Inn By Radisson Sharon,Quick trip,4
"Red Roof Plus+ Washington, DC - Alexandria",Motel is not what the pictures show,3
"Red Roof Plus+ Washington, DC - Alexandria",Most Comfortable Bed Ever,3
"Red Roof Plus+ Washington, DC - Alexandria",Visiting DC,5
"Red Roof Plus+ Washington, DC - Alexandria","Clean Room, Accomodating staff",4
"Red Roof Plus+ Washington, DC - Alexandria",Red Roof Inn- My stay...,4
"Red Roof Plus+ Washington, DC - Alexandria",Short Stay,3
"Red Roof Plus+ Washington, DC - Alexandria","Great Value, Great Stay!",5
Hampton Inn & Suites Jackson,"Clean, Fresh, Modern, Comfortable",5
Hampton Inn & Suites Jackson,Would stay again,4
Hampton Inn & Suites Jackson,Terrible Customer Service,1
Hampton Inn & Suites Jackson,"Location, location",2
Hampton Inn & Suites Jackson,Hampton Inn Fanatic,5
Hampton Inn & Suites Jackson,Great Hotel!,5
Hampton Inn & Suites Jackson,overnight stay in tn,5
Hampton Inn & Suites Jackson,Excellent hotel--highly recommended,5
Best Western Inn Florence,very nice,4
Comfort Suites,Nice hotel but poor location,3
Courtyard Charlottesville North,Not a bad stay,4
The INN at Europa Village,"Quaint, romantic, welcoming, beautiful!",5
The INN at Europa Village,Relaxing getaway,5
The INN at Europa Village,OUTSTANDING!,5
The INN at Europa Village,Surprise in the vineyards,5
The INN at Europa Village,A European Gem in Temecula Wine Country,5
McMenamins Hotel Oregon,we love the Hotel Oregon pub.,4
McMenamins Hotel Oregon,We have eaten at many other McMenamins,1
McMenamins Hotel Oregon,"Fantastic Food, Good Food, Great Service",5
McMenamins Hotel Oregon,Rooftop Seating - Amazing!!!,5
McMenamins Hotel Oregon,Romance in a creepy place,2
McMenamins Hotel Oregon,Needs more renovating,3
McMenamins Hotel Oregon,Good beer paired with so so food,3
McMenamins Hotel Oregon,Historic,5
Courtyard San Diego Sorrento Valley,Terrific Stay!,5
Courtyard San Diego Sorrento Valley,"Great hidden location, in a older refurbished marriott",4
Courtyard San Diego Sorrento Valley,Good hotel,4
BEST WESTERN Westfield Inn,Hotel,1
BEST WESTERN Westfield Inn,All business,5
BEST WESTERN Westfield Inn,Best Place to be when in New Jersey,5
Best Western Beach Dunes Inn,Cockroaches,1
The Kahala Hotel & Resort,So Relaxing,5
Hotel La Jolla,Ok,3
Hotel La Jolla,Modern hotel with a great in-house restaurant/bar!,5
Hotel La Jolla,Cool but no free wifi,5
Hotel La Jolla,DISAPPOINTING don't stay here,1
Rodeway Inn & Suites Boulder Broker,Ageing but comfortable,3
Crowne Plaza Columbus-Downtown,Happy valentine's day,4
Crowne Plaza Columbus-Downtown,Fantastic stay for the bar exam!,5
Crowne Plaza Columbus-Downtown,"Not the best, not the worst",3
Crowne Plaza Columbus-Downtown,Yearly outing,5
Crowne Plaza Columbus-Downtown,Excellent,5
Crowne Plaza Columbus-Downtown,Best in Town,5
Crowne Plaza Columbus-Downtown,Convienent Location,4
Four Points by Sheraton San Jose - Silicon Valley,COMPLETELY UNACCEPTABLE,1
Four Points by Sheraton San Jose - Silicon Valley,Disaster,1
Four Points by Sheraton San Jose - Silicon Valley,Mixed feelings.,2
Four Points by Sheraton San Jose - Silicon Valley,"Wet carpert, cigar smoke, room intrusions and more",2
The Westin San Jose,Solid Hotel,4
The Westin San Jose,Meeting Event for 29 attendees,5
The Westin San Jose,Peaceful Stay,5
The Westin San Jose,I had better luck at budget hotels,4
Comfort Suites Tampa / Brandon,Updated rooms and breakfast had a good selection.,4
Comfort Suites Tampa / Brandon,"Expected more, got less",3
Comfort Suites Tampa / Brandon,"Nice hotel, but no WiFi or wired Internet",2
Comfort Suites Tampa / Brandon,Aweful,2
Comfort Suites Tampa / Brandon,FRIENDLY STAFF,3
Residence Inn Jacksonville Butler Boulevard,No change due to booking through hotels.com,3
Best Western Intracoastal Inn,Very Comfortable,5
Best Western Intracoastal Inn,Excellent hotel,5
Best Western Intracoastal Inn,Quality staff and treatment,5
Best Western Intracoastal Inn,Great location!,4
Best Western Intracoastal Inn,"Good Value, Friendly Staff, Super Location",4
Best Western Intracoastal Inn,Excellent Location and Value,4
Best Western Intracoastal Inn,Feels like Home!,5
Comfort Suites,Great Stay!,5
Comfort Suites,Stopover in El Paso,4
Comfort Suites,"A better than average, but not fantastic stay",4
Comfort Suites,Okay...,3
Comfort Suites,Comfort suites,1
Comfort Suites,Good stay. Great neighborhood. Easy freeway access,5
Candlewood Suites Norfolk Airport,"Close tot he airport, but pretty poor condition",2
Candlewood Suites Norfolk Airport,good deal,5
Candlewood Suites Norfolk Airport,outstanding,5
Candlewood Suites Norfolk Airport,great stay,5
Candlewood Suites Norfolk Airport,Standard Candlewood,3
Candlewood Suites Norfolk Airport,A very pleasant stay in Norfolk!,4
Candlewood Suites Norfolk Airport,"very clean, accessible, No breakfast, No pool",5
Candlewood Suites Norfolk Airport,Close to beach if you can ever check-in to go.,3
Candlewood Suites Norfolk Airport,Norfolk Airport Candlewood Suites,5
Candlewood Suites Norfolk Airport,"The Candlewood Suites Hotel in Norfolk, VA",5
Candlewood Suites Norfolk Airport,Nice Clean Hotel Close to Airport,4
Candlewood Suites Norfolk Airport,"Nice hotel, other guests, not so much",4
Candlewood Suites Norfolk Airport,Good location and facilities,3
Candlewood Suites Norfolk Airport,Very excited to go back. The hospitality was the best!,5
Candlewood Suites Norfolk Airport,Nice hotel for MEAC week at Norfolk scope,4
Hampton Inn Hampton-Newport News,Great service and great staff,5
Hampton Inn Hampton-Newport News,Great Experience,5
Hampton Inn Hampton-Newport News,Enjoyable stay,5
Hampton Inn Hampton-Newport News,Hampton Inn,5
Hampton Inn Hampton-Newport News,Best Hampton yet!,5
Hampton Inn Hampton-Newport News,Reliable Hampton Quality,4
Hampton Inn Hampton-Newport News,Would give another try,4
Hampton Inn Hampton-Newport News,Rest away from home...,5
Hampton Inn Hampton-Newport News,Great Stay,5
Hampton Inn Hampton-Newport News,Love Hotel But Not Room 204,3
Hampton Inn Hampton-Newport News,Great hotel,5
Hampton Inn Hampton-Newport News,Great Stay for Boo Williams Tournament,4
SpringHill Suites Norfolk Old Dominion University,We bought a nice suite in an average hotel.,4
SpringHill Suites Norfolk Old Dominion University,Disappointed,2
Homewood Suites by Hilton Virginia Beach/Norfolk Airport,There is a very nice supermarket nearby.,5
Homewood Suites by Hilton Virginia Beach/Norfolk Airport,"Homewoode Suites, VA Beach",5
Homewood Suites by Hilton Virginia Beach/Norfolk Airport,Destination a considerer pour Virginia Beach,4
Homewood Suites by Hilton Virginia Beach/Norfolk Airport,Family weekend get away,5
Homewood Suites by Hilton Virginia Beach/Norfolk Airport,Fantastic suite!,5
Homewood Suites by Hilton Virginia Beach/Norfolk Airport,great place,5
Homewood Suites by Hilton Virginia Beach/Norfolk Airport,Perfect choice for daughters birthday pool party,5
Homewood Suites by Hilton Virginia Beach/Norfolk Airport,Very nice hotel. Staff very kind and professional.,5
Homewood Suites by Hilton Virginia Beach/Norfolk Airport,Great room for the money,5
Homewood Suites by Hilton Virginia Beach/Norfolk Airport,Encore une excellente experience au Homewood,5
Homewood Suites by Hilton Virginia Beach/Norfolk Airport,A Nice Stay,4
Homewood Suites by Hilton Virginia Beach/Norfolk Airport,Awesome,5
Homewood Suites by Hilton Virginia Beach/Norfolk Airport,Great Hotel,5
Homewood Suites by Hilton Virginia Beach/Norfolk Airport,Business Trip not up to standard.,2
Homewood Suites by Hilton Virginia Beach/Norfolk Airport,More Turkey,5
Homewood Suites by Hilton Virginia Beach/Norfolk Airport,HopeB in VA,3
Homewood Suites by Hilton Virginia Beach/Norfolk Airport,The room was lovely,5
Homewood Suites by Hilton Virginia Beach/Norfolk Airport,Thank you,5
Homewood Suites by Hilton Virginia Beach/Norfolk Airport,Comfortable and helpful,5
Homewood Suites by Hilton Virginia Beach/Norfolk Airport,Homewood by Hilton tres belle semaine de vacance,5
Homewood Suites by Hilton Virginia Beach/Norfolk Airport,Pleasant stay,4
Homewood Suites by Hilton Virginia Beach/Norfolk Airport,Convenient for the beach and Va Beach Ampitheater,4
Homewood Suites by Hilton Virginia Beach/Norfolk Airport,Very nice hotel close to the beach.,5
Homewood Suites by Hilton Virginia Beach/Norfolk Airport,like home,4
Fiddler's Inn,Meh!,2
Fiddler's Inn,Suffice,2
Fiddler's Inn,Great Value for a quick Nashville getaway.,5
Fiddler's Inn,Hotel was not what we expected it didn't have the,1
Fiddler's Inn,conveniently comfortable,3
Fiddler's Inn,Older and not that cheap.,1
Ramada Naples,Crisp linens and immaculate landscaping.,4
Ramada Naples,work stay,5
Silver Sands Beach Resort,Travel back in time,2
Tarpon Inn,Great Stay!,4
Tarpon Inn,We love the Tarpon Inn!!!,5
Best Western Plus Yacht Harbor Inn,Great Dunedin Hotel on the Bay,4
Best Western Plus Yacht Harbor Inn,Clean and good location but that's about all....,3
Best Western Plus Yacht Harbor Inn,Excellent Location,5
Best Western Plus Yacht Harbor Inn,The worst experience ever!!!,1
Best Western Plus Yacht Harbor Inn,"Location, location",5
Best Western Plus Yacht Harbor Inn,FANTASTIC STAY,5
WoodSpring Suites Virginia Beach,"The facilities were very clean, but the bed wasn't comfortable at all.",3.35
Fairfield Inn & Suites Naples,It is the little things that count,5
Fairfield Inn & Suites Naples,Great Hotel,4
Fairfield Inn & Suites Naples,"Great Staff, it's really worth it.",5
San Francisco Marriott Marquis,Good hotel - No pool - charge to use the sauna.,4
San Francisco Marriott Marquis,A night in SF,5
San Francisco Marriott Marquis,Family trip,5
San Francisco Marriott Marquis,"Great hotel, amazing beds",5
San Francisco Marriott Marquis,"Great Hotel, Valet Parking can be Slow",4
San Francisco Marriott Marquis,perfect,4
San Francisco Marriott Marquis,Accessible location,5
San Francisco Marriott Marquis,Great Location in SOMA,5
San Francisco Marriott Marquis,San Francisco In Style,5
Hotel Laguna,Needs to be updated,2
Hotel Laguna,Good because of location.,4
Comfort Inn,This place is great it has a g...,5
Comfort Suites,Enjoyed my stay...for the most part,4
Comfort Suites,"Comfort -- After Goliath, the late December 2015 Winter Storm",5
Hotel Manor,Great for overnight bike trip,5
Hampton Inn Suites McAlester,GREAT PLACE TO STAY,5
Motel 6 Ardmore,"Nice, clean and friendly.",4
Lexington Inn - Ardmore,Amazing hotel!,5
Lexington Inn - Ardmore,Cozy and quiet,5
Lexington Inn - Ardmore,Good for the price,4
Hampton Inn Suites Ardmore,Nice Hotel,5
Lexington Inn - Ardmore,OKAY!,4
Lexington Inn - Ardmore,Not worth the money,2
Lexington Inn - Ardmore,"Expected something better, got worse",2
Home2 Suites by Hilton Edmond,Great one night stay,5
Home2 Suites by Hilton Edmond,Overnight stay,5
Home2 Suites by Hilton Edmond,"Spacious, modern room",4
Home2 Suites by Hilton Edmond,Family Reunion,4
Browns Hill Tavern Motel,Nice family restaurant,4
Landmark Hotel,Best breakfast in the area,5
Comfort Inn Duncansville - Altoona,Enjoyed the Stay!,4
Comfort Inn Duncansville - Altoona,Nice hotel and staff.,4
Comfort Inn Duncansville - Altoona,Perfect night,5
Comfort Inn Duncansville - Altoona,Wonderful staff and comfortable rooms,4
Best Western Plus Executive Inn,Wonderful stay,5
Pittsburgh Marriott City Center,Great location for visiting Duquesne,4
Pittsburgh Marriott City Center,Perfect all inclusive venue,5
Pittsburgh Marriott City Center,Wonderful hotel!,5
Pittsburgh Marriott City Center,Great Hotel for a business trip,4
Pittsburgh Marriott City Center,Superior Customer Service,5
Pittsburgh Marriott City Center,First trip to Pittsburgh,4
Pittsburgh Marriott City Center,Close to the hockey arena.,3
Pittsburgh Marriott City Center,"Spacious Rooms, Great Service",4
Pittsburgh Marriott City Center,Great overnight stay!,5
Pittsburgh Marriott City Center,Blake Shelton Concert,5
Pittsburgh Marriott City Center,"Nice room, fast room service",4
Pittsburgh Marriott City Center,Excellent Staff!,5
Pittsburgh Marriott City Center,Nice bar,3
Pittsburgh Marriott City Center,Excellent hotel,5
Pittsburgh Marriott City Center,Great stay,4
Pittsburgh Marriott City Center,Perfect Steelers Weekend,5
Pittsburgh Marriott City Center,Great location for Consol Energy Center,5
Pittsburgh Marriott City Center,"Football Weekend In Pittsburgh, PA",4
Pittsburgh Marriott City Center,Perfect for Sports Fans!,4
Pittsburgh Marriott City Center,Great Location,4
Pittsburgh Marriott City Center,My first choice in Pittsburgh,5
Pittsburgh Marriott City Center,Great Valentine's Day Weekend,4
Wyndham Garden Pittsburgh Airport,Getting better every year,4
Wyndham Garden Pittsburgh Airport,great place,5
Wyndham Garden Pittsburgh Airport,Awful experience,1
Wyndham Garden Pittsburgh Airport,ok for what you paid,2
Wyndham Garden Pittsburgh Airport,Very poorly ran hotel.,1
Wyndham Garden Pittsburgh Airport,Pittsburg stay,4
Wyndham Garden Pittsburgh Airport,Clean and compfortable,4
Wyndham Garden Pittsburgh Airport,not satisfied,2
Hyatt Place Pittsburgh North Shore,July 4th,4
Hyatt Place Pittsburgh North Shore,Stay In Pittsburgh,5
Four Flags Inn,A repeat customer,3
Hampton Inn Sulphur/Lake Charles Area,Accommodates to Night Workers,5
Hampton Inn Sulphur/Lake Charles Area,Top Notch Place to Stay,5
Hampton Inn Carrollton,Your typical Hampton Inn,3
Home2 Suites by Hilton Clarksville/Ft. Campbell,"HOME 2, Clarksville, TN.",5
Americas Best Value Inn Albert Lea,Last resort Hotel,3
Quality Inn Suites,Mixed Review,3
Quality Inn Suites,Subpar,3
Quality Inn Suites,Portsmouth weekend,4
Hiway Inn Express,WORST OF THE WORST,1
Hampton Inn Easton,A First Rate Experience.,5
Shawnee Motel,"Simple, clean, always stay here",5
Shawnee Motel,Nice time at this little motel!,5
Shawnee Motel,Chilled out,2
Motel 6 Texarkana TX,Scary Place,1
Motel 6 Texarkana TX,great experience,5
Budget Inn Suites,A dump,1
Mesa View Inn,Poor Management,1
Best Western Plus Classic Inn Suites,Father's Day weekend getaway,4
Executive Inn,Like being at home,4
Best Western Palo Duro Canyon Inn Suites,Beautiful Hotel in amazing location.,5
Best Western Palo Duro Canyon Inn Suites,"Nice, Clean and Comfy Hotel",5
Best Western Palo Duro Canyon Inn Suites,Good location to Palo Duro Canyon,3
Best Western Palo Duro Canyon Inn Suites,Man in breakfast area was disrespectful,2
Best Western Palo Duro Canyon Inn Suites,Comfortable and friendly,4
Best Western Palo Duro Canyon Inn Suites,December Stay,4
Best Western Palo Duro Canyon Inn Suites,Clean and Comfortable,4
Best Western Palo Duro Canyon Inn Suites,Just Average,3
Best Western Palo Duro Canyon Inn Suites,Good Value for the Price,5
Ballinger Inn,"Looked fairly clean at first sight, but....",1
The Lodge Hotel,Off the Beaten Path,4
Best Western Plus Crown Colony Inn Suites,Surprisingly nice!,5
Heidelberg Lodges,One of my favorite places on earth,4
Heidelberg Lodges,Not what we expected,3
Americas Best Value Inn Suites-Abilene Mall,wonderful,5
Americas Best Value Inn Suites-Abilene Mall,There were BEDBUG in my bed.,1
Americas Best Value Inn Suites-Abilene Mall,great place to stay,5
Americas Best Value Inn Suites-Abilene Mall,hotel stay,5
Quality Inn Suites Near University,Enjoyable stay,5
Quality Inn Suites Near University,Excellent stay,5
Quality Inn Suites Near University,Nice hotel,5
Sleep Inn Suites Tyler South,"Great service, great room",5
Sleep Inn Suites Tyler South,Quick get away,4
Sleep Inn Suites Tyler South,wonderful stay,5
Comfort Suites,What a great place!!! I will stay here the next time I visit!!,5
Comfort Suites,Another good stay,4
Residence Inn Laredo Del Mar,Amazing hotel and very welcoming staff,5
Residence Inn Laredo Del Mar,The Song Remains the Same - A Great Place to Stay in Laredo,5
Portland Regency Hotel & Spa,Heaven in Portland!,5
Portland Regency Hotel & Spa,Perfect location in the historic district!,5
Portland Regency Hotel & Spa,"Most outstanding Hotel in Portland , Maine.",5
Portland Regency Hotel & Spa,A Gem,5
Portland Regency Hotel & Spa,"Great hotel, great location, great people",4
Portland Regency Hotel & Spa,Lovely stay,5
Portland Regency Hotel & Spa,Loved it!,5
Portland Regency Hotel & Spa,Bring your own pillow because you will need it.,3
Portland Regency Hotel & Spa,Trip advisor let me down!,2
Portland Regency Hotel & Spa,The Hotel With Everything Quality,5
Portland Regency Hotel & Spa,Comfortable and awesome location,5
Portland Regency Hotel & Spa,Girls weekend in Portland,5
Portland Regency Hotel & Spa,The Best Place to Stay in Portland ME,5
Portland Regency Hotel & Spa,A gem in the heart of the Old Port,5
Portland Regency Hotel & Spa,Well located,4
Portland Regency Hotel & Spa,Great place,5
Portland Regency Hotel & Spa,"Nice stay, but",3
Portland Regency Hotel & Spa,Underground room,4
Park 75 Lounge and Terrace,Nice Hotel,4
Park 75 Lounge and Terrace,Just OK,3
Park 75 Lounge and Terrace,Great place!,5
Park 75 Lounge and Terrace,From the moment you arrive at the Hotel you feel you are in good hands. All the staff was amazing.,5
Park 75 Lounge and Terrace,Just what the Doctor ordered,5
Fairfield Inn Appleton,Door County Trip,5
Ocean Sands Resort,"Dated, tired and in dire need of total renovation!",2
Ocean Sands Resort,Ocean view,5
Ocean Sands Resort,Awesome staff and Great resort to get away and RELAX,5
Ocean Sands Resort,Great Recent Stay. Loved the New Balconies and the Updaortted Onsite Restaurant!,4
Ocean Sands Resort,Refrigerator very loud,3
Comfort Inn Palo Alto,"Pricey area, but good stay",4
Comfort Inn Palo Alto,"Better than expected, close to Stanford",5
Comfort Inn Palo Alto,It's really OK,4
Comfort Inn Palo Alto,Expensive for a Comfort Inn but very nice,4
Comfort Inn Palo Alto,great hotel,5
Disney's Saratoga Springs Resort & Spa,Nothing like other Disney Resorts,3
Disney's Saratoga Springs Resort & Spa,Really Enjoyed Our Time,4
Disney's Saratoga Springs Resort & Spa,Not my favorite Disney property,4
Disney's Saratoga Springs Resort & Spa,Nice place to stay at Disney,4
Disney's Saratoga Springs Resort & Spa,A week of Disney...our first trip!,5
Disney's Saratoga Springs Resort & Spa,Excellent Resort!,5
Disney's Saratoga Springs Resort & Spa,Money was stolen from our room,1
Disney's Saratoga Springs Resort & Spa,Nice room - housekeeping issues,3
Disney's Saratoga Springs Resort & Spa,Disney Vacation,2
Disney's Saratoga Springs Resort & Spa,The Springs Have Sprung!,5
Disney's Saratoga Springs Resort & Spa,Fabulous luxury resort,5
Disney's Saratoga Springs Resort & Spa,Right in the heart of it all,4
Disney's Saratoga Springs Resort & Spa,GREAT!!!!!,5
Disney's Saratoga Springs Resort & Spa,Disney trip 2012,4
Disney's Saratoga Springs Resort & Spa,Great for family,5
Best Western Plus Lacey Inn & Suites,"Great staff, breakfast and room",5
